1,839	307,818
1,833	296,561
912	154,831
1,731	293,862
1,916	327,075
1,718	264,603
1,878	294,959
1,599	246,013
2,341	387,563
1,002	165,994
1,103	182,397
1,807	293,730
1,532	236,177
571	124,486
1,540	267,232
1,048	161,563
1,812	298,208
2,112	327,908
1,224	210,824
986	170,353
1,147	194,582
1,289	222,672
336	83,298
819	160,706
1,046	183,460
1,941	311,122
646	98,408
1,922	322,345
2,107	355,801
1,424	243,262
1,895316,624
1,105	184,756
288	47,636
1,536	260,027
856	158,643
2,382	397,094
759	124,728
1,553	261,591
732	115,935
1,325	220,184
915	172,258
1,207	186,577
1,698262,462
1,198	219,105
467	109,962
1,369	245,028
1,596	253,649
1,494	247,517
1,504	262,006
1,488	257,992
1,568268,366
888	143,057
1,503	232,274
1,468		225,446
1,408	235,137
1,523	239,432
2,409	391,230
1,813	296,655
	355,946
1,444	254,380
2,799	452,401
851	150,655
1,436	248,048
1,429	243,768
1,459	243,788
1,979	326,578
2,179350,907
950	152,943
1,668	273,160
823	128,542
1,236	208,989
1,948	310,637
668	127,455
848	127,859
2,243	355,398
1,223	212,779
2,235	368,781
2,076	313,793
1,850	282,279
1,364	208,166
1,086	171,190
2,082	315,012
1,611	261,375
	26,953
1,839	284,486
1,761	292,588
1,704	284,335
663	127,963
1,296	199,360
1,638	251,161
796	135,047
1,796	282,751
1,036	159,899
976	167,701
1,395	239,207
2,011	330,769
703	109,109
330	62,388
1,732	291,819
876	138,100
1,753	280,718
1,351	204,435
1,757	264,091
1,329	217,956
184	38,653
2,002	301,362
2,405	372,378
1,692	264,326
1,067	189,637
1,810	308,675
1,099	195,024
1,396	237,618
881	138,630
1,809	280,299
1,773	294,241
2,161	362,704
774	153,588
1,647	262,758
2,308	347,329
966	157,146
908	139,552
1,753	263,512
2,329	368,410
1,669	274,065
1,449	255,464
1,271203,723
1,909	296,662
1,307	196,349
1,311	213,926
1,369	211,529
1,621	245,180
960	163,299
1,605	251,516
833	160,078
1,562	244,628
2,201	332,939
1,647	252,393
818	152,404
1,719	275,389
665	100,213
2,243	370,193
1,000	156,809
820	126,165
	416,283
1,684	288,275
1,932	290,077
2,074	345,126
1,071	199,764
2,344	355,914
	385,393
1,710	287,114
1,439222,555
889	161,793
1,538	249,140
1,947	311,959
1,168	189,404
1,735	285,031
2,011	305,602
1,136	189,879
1,748	272,786
1,290	210,550
1,019	163,589
	410,024
961	168,183
1,828	286,707
1,505	245,588
	272,957
	335,746
1,378	233,152
1,655	263,515
1,311	211,683
1,750	282,814
	154,454
1,749	268,143
841	142,094
1,218	205,493
2,335	361,074
1,346	222,027
1,157	188,133
1,037	193,348
1,641	264,315
2,183	353,744
1,120	171,682
1,863	307,677
1,540	255,857
1,495	238,438
1,673	276,999
-266	-38,609
1,384	235,895
1,579	257,986
604	122,586
	102,065
1,487	243,866
2,076	327,189
1,435	244,910
1,687	253,410
992	179,179
783	136,448
1,276	227,642
1,614	248,766
915	173,856
2,495	400,024
1,309	205,592
1,689	260,760
1,874	301,411
1,618261,075
1,130	182,870
1,117	168,142
1,672	258,970
2,248	371,786
1,674	285,875
1,489	233,024
1,818	293,239
1,614	263,263
1,183	210,600
	364,392
1,807	291,148
2,003	316,575
1,370	205,806
804	127,884
1,175	206,425
1,639	249,805
2,127	339,819
	197,343
795	131,333
1,738	267,509
1,135	186,028
1,781	299,965
1,708	287,434
995	152,068
1,927	328,031
935	169,870
701	107,089
1,233	198,954
1,367	216,170
1,028	172,258
1,386		218,497
2,344377,075
1,423	248,794
1,840	306,216
1,047	172,223
2,101	350,083
1,150	177,974
606	107,069
814	131,339
1,551	246,499
1,542	241,847
1,860	299,339
1,424	220,148
1,375	229,082
2,315	363,854
1,446	227,304
1,488257,742
638	99,927
1,609	252,552
1,291	203,202
392	85,245
1,624	280,863
2,444	379,016
1,629	245,425
1,378	239,094
916	162,555
900	171,057
1,534	256,403
332	83,030
2,114	350,274
967	150,572
1,471	238,715
1,936	309,990
941	161,309
1,325	224,028
978151,487
1,619	250,394
1,328	228,373
1,597	246,839
1,884	286,463
1,586	262,247
1,503	240,018
1,952	297,753
1,041	195,786
2,586	403,911
117	55,096
1,912	312,882
1,579	274,165
2,493	375,033
2,456	373,472
1,530	242,104
1,702	273,034
433	84,482
1,283	219,341
988	150,462
2,206	352,609
1,750	267,909
2,003	316,292
2,117	330,707
2,037	343,333
2,436	384,751
1,505	258,667
2,072	347,930
1,988	322,929
1,444	246,875
	359,642
1,124		195,300
1,022	192,628
1,708	292,820
	316,771
